id,trial,agent,agent_type,is_return,path
5,snack5,A,sophisticated,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
5,snack5,A,sophisticated,TRUE,"[[9,3],[9,4],[10,4],[11,4],[12,4],[12,5],[11,5],[10,5],[9,5],[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
5,snack6,A,sophisticated,FALSE,"[[3,6],[4,6],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[6,13],[7,13],[8,13]]"
5,snack6,A,sophisticated,TRUE,"[[8,13],[8,12],[8,11],[8,10],[9,10],[10,10],[11,10],[11,9],[10,9],[9,9],[8,9],[7,9],[6,9],[5,9],[5,8],[5,7],[5,6],[4,6],[3,6]]"
5,snack8,A,sophisticated,FALSE,"[[5,3],[5,4],[6,4],[6,3],[7,3],[8,3],[9,3],[10,3],[11,3],[11,4],[11,5],[11,6],[11,7]]"
5,snack8,A,sophisticated,TRUE,"[[11,7],[11,8],[11,9],[11,10],[11,11],[10,11],[9,11],[8,11],[8,10],[8,9],[8,8],[8,7],[8,6],[8,5],[8,4],[8,3],[7,3],[6,3],[5,3]]"
5,snack7,B,sophisticated,FALSE,"[[9,11],[8,11],[7,11],[6,11],[6,10],[5,10],[4,10],[3,10],[2,10],[2,11],[2,12],[2,13]]"
5,snack7,B,sophisticated,TRUE,"[[2,13],[2,12],[2,11],[2,10],[2,9],[2,8],[3,8],[4,8],[4,7],[4,6],[4,5],[4,4],[4,3],[5,3],[6,3],[6,4],[6,5],[6,6],[6,7],[6,8],[6,9],[6,10],[6,11],[7,11],[8,11],[9,11]]"
5,snack9,B,sophisticated,FALSE,"[[5,10],[6,10],[7,10],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4],[11,3]]"
5,snack9,B,sophisticated,TRUE,"[[11,3],[10,3],[9,3],[9,2],[8,2],[8,3],[8,4],[8,5],[8,6],[8,7],[8,8],[8,9],[8,10],[7,10],[6,10],[5,10]]"
5,snack2,B,sophisticated,FALSE,"[[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[10,5],[9,5],[8,5],[7,5],[6,5],[5,5],[5,4],[5,3]]"
5,snack2,B,sophisticated,TRUE,"[[5,3],[4,3],[3,3],[2,3],[1,3],[1,4],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5],[9,5],[10,5],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10]]"
5,snack3,B,sophisticated,FALSE,"[[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[11,11],[11,12],[11,13]]"
5,snack3,B,sophisticated,TRUE,"[[11,13],[10,13],[9,13],[9,12],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[3,10],[3,9],[4,9],[5,9],[6,9],[7,9],[8,9],[9,9],[10,9],[11,9],[11,8],[11,7],[11,6],[11,5]]"
5,snack10,B,sophisticated,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[4,9]]"
5,snack10,B,sophisticated,TRUE,"[[4,9],[4,8],[4,7],[4,6],[5,6],[6,6],[6,5],[6,4],[6,3],[5,3],[4,3],[3,3],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11]]"
5,snack1,B,sophisticated,FALSE,"[[10,5],[10,6],[10,7],[10,8],[10,9],[10,10],[9,10],[9,11],[8,11],[7,11],[6,11],[5,11],[5,10],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
5,snack1,B,sophisticated,TRUE,"[[1,13],[1,12],[1,11],[1,10],[1,9],[2,9],[3,9],[4,9],[5,9],[5,10],[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[10,10],[10,9],[10,8],[10,7],[10,6],[10,5]]"
5,snack5,B,sophisticated,FALSE,"[[12,10],[12,9],[12,8],[12,7],[12,6],[12,5],[11,5],[10,5],[9,5],[9,4],[9,3]]"
5,snack5,B,sophisticated,TRUE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[3,4],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5],[9,5],[10,5],[11,5],[12,5],[12,6],[12,7],[12,8],[12,9],[12,10]]"
5,snack6,B,sophisticated,FALSE,"[[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[10,9],[9,9],[8,9],[8,10],[8,11],[8,12],[8,13]]"
5,snack6,B,sophisticated,TRUE,"[[8,13],[7,13],[6,13],[5,13],[5,12],[5,11],[5,10],[5,9],[6,9],[7,9],[8,9],[9,9],[10,9],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4]]"
5,snack8,B,sophisticated,FALSE,"[[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[11,11],[11,10],[11,9],[11,8],[11,7]]"
5,snack8,B,sophisticated,TRUE,"[[11,7],[11,6],[11,5],[11,4],[11,3],[10,3],[9,3],[8,3],[8,4],[8,5],[8,6],[8,7],[8,8],[8,9],[8,10],[8,11],[7,11],[6,11],[5,11]]"
6,snack9,A,naive,FALSE,"[[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,3]]"
6,snack9,A,naive,TRUE,"[[11,3],[10,3],[9,3],[9,4],[8,4],[7,4],[6,4],[5,4]]"
6,snack1,A,naive,FALSE,"[[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
6,snack1,A,naive,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,9],[4,8],[4,7],[4,6],[4,5]]"
6,snack5,A,naive,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[4,5],[5,5],[6,5],[7,5],[7,4],[7,3],[8,3],[9,3]]"
6,snack5,A,naive,TRUE,"[[9,3],[9,4],[9,5],[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
6,snack8,A,naive,FALSE,"[[5,3],[6,3],[7,3],[8,3],[9,3],[9,4],[9,5],[9,6],[9,7],[10,7],[11,7]]"
6,snack8,A,naive,TRUE,"[[11,7],[11,6],[11,5],[11,4],[10,4],[9,4],[9,3],[8,3],[7,3],[6,3],[5,3]]"
6,snack3,A,naive,FALSE,"[[3,5],[3,6],[3,7],[3,8],[3,9],[4,9],[5,9],[6,9],[7,9],[8,9],[9,9],[9,10],[9,11],[9,12],[9,13],[10,13],[11,13]]"
6,snack3,A,naive,TRUE,"[[11,13],[10,13],[9,13],[9,12],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[3,10],[3,9],[3,8],[3,7],[3,6],[3,5]]"
6,snack2,A,naive,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3]]"
6,snack2,A,naive,TRUE,"[[5,3],[5,4],[5,5],[4,5],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
6,snack6,A,naive,FALSE,"[[3,6],[4,6],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[6,12],[7,12],[7,13],[8,13]]"
6,snack6,A,naive,TRUE,"[[8,13],[8,12],[7,12],[6,12],[5,12],[5,11],[5,10],[5,9],[5,8],[5,7],[5,6],[4,6],[3,6]]"
6,snack10,A,naive,FALSE,"[[9,3],[8,3],[7,3],[6,3],[6,4],[6,5],[5,5],[4,5],[4,6],[4,7],[4,8],[4,9]]"
6,snack10,A,naive,TRUE,"[[4,9],[4,8],[4,7],[4,6],[5,6],[6,6],[6,5],[6,4],[6,3],[7,3],[8,3],[9,3]]"
6,snack7,A,naive,FALSE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[5,4],[5,5],[5,6],[5,7],[5,8],[5,9],[4,9],[3,9],[3,10],[2,10],[2,11],[2,12],[2,13]]"
6,snack7,A,naive,TRUE,"[[2,13],[2,12],[2,11],[2,10],[3,10],[4,10],[5,10],[5,9],[5,8],[5,7],[5,6],[5,5],[5,4],[5,3],[6,3],[7,3],[8,3],[9,3]]"
6,snack9,B,naive,FALSE,"[[5,10],[6,10],[7,10],[8,10],[9,10],[9,9],[9,8],[9,7],[9,6],[9,5],[9,4],[9,3],[10,3],[11,3]]"
6,snack9,B,naive,TRUE,"[[11,3],[10,3],[9,3],[9,4],[9,5],[9,6],[9,7],[9,8],[9,9],[9,10],[8,10],[7,10],[6,10],[5,10]]"
6,snack1,B,naive,FALSE,"[[10,5],[10,6],[10,7],[10,8],[10,9],[10,10],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
6,snack1,B,naive,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[10,10],[10,9],[10,8],[10,7],[10,6],[10,5]]"
6,snack5,B,naive,FALSE,"[[12,10],[12,9],[12,8],[12,7],[12,6],[12,5],[12,4],[11,4],[10,4],[9,4],[9,3]]"
6,snack5,B,naive,TRUE,"[[9,3],[9,4],[9,5],[10,5],[11,5],[12,5],[12,6],[12,7],[12,8],[12,9],[12,10]]"
6,snack8,B,naive,FALSE,"[[5,11],[6,11],[7,11],[8,11],[8,10],[8,9],[8,8],[9,8],[10,8],[11,8],[11,7]]"
6,snack8,B,naive,TRUE,"[[11,7],[11,8],[11,9],[11,10],[11,11],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11]]"
6,snack3,B,naive,FALSE,"[[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[11,11],[11,12],[11,13]]"
6,snack3,B,naive,TRUE,"[[11,13],[11,12],[11,11],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5]]"
6,snack2,B,naive,FALSE,"[[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[10,5],[9,5],[8,5],[7,5],[6,5],[5,5],[5,4],[5,3]]"
6,snack2,B,naive,TRUE,"[[5,3],[5,4],[6,4],[7,4],[8,4],[8,5],[9,5],[10,5],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10]]"
6,snack6,B,naive,FALSE,"[[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[10,10],[9,10],[8,10],[8,11],[8,12],[8,13]]"
6,snack6,B,naive,TRUE,"[[8,13],[8,12],[8,11],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4]]"
6,snack10,B,naive,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[4,9]]"
6,snack10,B,naive,TRUE,"[[4,9],[4,10],[5,10],[6,10],[6,11],[7,11],[8,11],[9,11]]"
6,snack7,B,naive,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[5,10],[4,10],[3,10],[2,10],[2,11],[2,12],[2,13]]"
6,snack7,B,naive,TRUE,"[[2,13],[2,12],[2,11],[2,10],[3,10],[4,10],[5,10],[6,10],[6,11],[7,11],[8,11],[9,11]]"
7,snack9,A,sophisticated,FALSE,"[[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,3]]"
7,snack9,A,sophisticated,TRUE,"[[11,3],[11,4],[10,4],[9,4],[8,4],[7,4],[6,4],[5,4]]"
7,snack10,A,sophisticated,FALSE,"[[9,3],[8,3],[7,3],[6,3],[6,4],[6,5],[6,6],[5,6],[4,6],[4,7],[4,8],[4,9]]"
7,snack10,A,sophisticated,TRUE,"[[4,9],[4,8],[4,7],[4,6],[5,6],[6,6],[6,5],[6,4],[6,3],[7,3],[8,3],[9,3]]"
7,snack7,A,sophisticated,FALSE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[4,3],[4,4],[4,5],[4,6],[4,7],[4,8],[3,8],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13]]"
7,snack7,A,sophisticated,TRUE,"[[2,13],[2,12],[2,11],[2,10],[3,10],[4,10],[5,10],[6,10],[6,9],[6,8],[6,7],[6,6],[6,5],[6,4],[6,3],[7,3],[8,3],[9,3]]"
7,snack8,A,sophisticated,FALSE,"[[5,3],[6,3],[7,3],[8,3],[9,3],[10,3],[11,3],[11,4],[11,5],[11,6],[11,7]]"
7,snack8,A,sophisticated,TRUE,"[[11,7],[10,7],[9,7],[8,7],[8,6],[8,5],[8,4],[8,3],[7,3],[6,3],[5,3]]"
7,snack6,A,sophisticated,FALSE,"[[3,6],[4,6],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[6,13],[7,13],[8,13]]"
7,snack6,A,sophisticated,TRUE,"[[8,13],[7,13],[6,13],[5,13],[5,12],[5,11],[5,10],[5,9],[5,8],[5,7],[5,6],[4,6],[3,6]]"
7,snack2,A,sophisticated,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3]]"
7,snack2,A,sophisticated,TRUE,"[[5,3],[4,3],[3,3],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
7,snack3,A,sophisticated,FALSE,"[[3,5],[3,6],[3,7],[3,8],[3,9],[4,9],[5,9],[6,9],[7,9],[8,9],[9,9],[10,9],[10,10],[10,11],[10,12],[10,13],[11,13]]"
7,snack3,A,sophisticated,TRUE,"[[11,13],[10,13],[9,13],[9,12],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[3,10],[3,9],[3,8],[3,7],[3,6],[3,5]]"
7,snack5,A,sophisticated,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
7,snack5,A,sophisticated,TRUE,"[[9,3],[9,4],[9,5],[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
7,snack1,A,sophisticated,FALSE,"[[4,5],[4,6],[4,7],[4,8],[4,9],[3,9],[2,9],[1,9],[1,10],[1,11],[1,12],[1,13]]"
7,snack1,A,sophisticated,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,9],[4,8],[4,7],[4,6],[4,5]]"
7,snack9,B,sophisticated,FALSE,"[[5,10],[6,10],[7,10],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4],[11,3]]"
7,snack9,B,sophisticated,TRUE,"[[11,3],[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[10,10],[9,10],[8,10],[7,10],[6,10],[5,10]]"
7,snack10,B,sophisticated,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[4,9]]"
7,snack10,B,sophisticated,TRUE,"[[4,9],[4,10],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11]]"
7,snack7,B,sophisticated,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[5,10],[4,10],[3,10],[2,10],[2,11],[2,12],[2,13]]"
7,snack7,B,sophisticated,TRUE,"[[2,13],[2,12],[2,11],[2,10],[3,10],[4,10],[5,10],[6,10],[6,11],[7,11],[8,11],[9,11]]"
7,snack8,B,sophisticated,FALSE,"[[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[11,11],[11,10],[11,9],[11,8],[11,7]]"
7,snack8,B,sophisticated,TRUE,"[[11,7],[10,7],[9,7],[8,7],[8,8],[8,9],[8,10],[8,11],[7,11],[6,11],[5,11]]"
7,snack6,B,sophisticated,FALSE,"[[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[10,9],[9,9],[8,9],[8,10],[8,11],[8,12],[8,13]]"
7,snack6,B,sophisticated,TRUE,"[[8,13],[8,12],[8,11],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4]]"
7,snack2,B,sophisticated,FALSE,"[[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[10,5],[9,5],[8,5],[7,5],[6,5],[5,5],[5,4],[5,3]]"
7,snack2,B,sophisticated,TRUE,"[[5,3],[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10]]"
7,snack3,B,sophisticated,FALSE,"[[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[11,11],[11,12],[11,13]]"
7,snack3,B,sophisticated,TRUE,"[[11,13],[11,12],[11,11],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5]]"
7,snack5,B,sophisticated,FALSE,"[[12,10],[12,9],[12,8],[12,7],[12,6],[12,5],[11,5],[10,5],[9,5],[9,4],[9,3]]"
7,snack5,B,sophisticated,TRUE,"[[9,3],[9,4],[10,4],[11,4],[12,4],[12,5],[12,6],[12,7],[12,8],[12,9],[12,10]]"
7,snack1,B,sophisticated,FALSE,"[[10,5],[10,6],[10,7],[10,8],[10,9],[10,10],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
7,snack1,B,sophisticated,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[10,10],[10,9],[10,8],[10,7],[10,6],[10,5]]"
8,snack10,A,naive,FALSE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[4,3],[4,4],[4,5],[4,6],[4,7],[4,8],[4,9]]"
8,snack10,A,naive,TRUE,"[[4,9],[4,8],[4,7],[4,6],[4,5],[4,4],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
8,snack5,A,naive,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
8,snack5,A,naive,TRUE,"[[9,3],[9,4],[8,4],[7,4],[6,4],[5,4],[4,4],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
8,snack1,A,naive,FALSE,"[[4,5],[4,6],[4,7],[4,8],[4,9],[3,9],[2,9],[1,9],[1,10],[1,11],[1,12],[1,13]]"
8,snack1,A,naive,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,9],[4,8],[4,7],[4,6],[4,5]]"
8,snack2,A,naive,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3]]"
8,snack2,A,naive,TRUE,"[[5,3],[5,4],[4,4],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
8,snack6,A,naive,FALSE,"[[3,6],[4,6],[5,6],[5,7],[5,8],[5,9],[5,10],[6,10],[6,11],[6,12],[7,12],[7,13],[8,13]]"
8,snack6,A,naive,TRUE,"[[8,13],[7,13],[7,12],[7,11],[7,10],[6,10],[5,10],[5,9],[5,8],[5,7],[5,6],[4,6],[3,6]]"
8,snack8,A,naive,FALSE,"[[5,3],[6,3],[7,3],[8,3],[9,3],[10,3],[11,3],[11,4],[11,5],[11,6],[11,7]]"
8,snack8,A,naive,TRUE,"[[11,7],[11,6],[11,5],[11,4],[11,3],[10,3],[9,3],[8,3],[7,3],[6,3],[5,3]]"
8,snack3,A,naive,FALSE,"[[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[4,10],[5,10],[6,10],[7,10],[8,10],[9,10],[10,10],[11,10],[11,11],[11,12],[11,13]]"
8,snack3,A,naive,TRUE,"[[11,13],[11,12],[11,11],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[3,10],[3,9],[3,8],[3,7],[3,6],[3,5]]"
8,snack7,A,naive,FALSE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[5,4],[5,5],[5,6],[5,7],[5,8],[5,9],[4,9],[3,9],[2,9],[2,10],[2,11],[2,12],[2,13]]"
8,snack7,A,naive,TRUE,"[[2,13],[2,12],[2,11],[2,10],[2,9],[3,9],[4,9],[5,9],[5,8],[5,7],[5,6],[5,5],[5,4],[5,3],[6,3],[7,3],[8,3],[9,3]]"
8,snack9,A,naive,FALSE,"[[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,3]]"
8,snack9,A,naive,TRUE,"[[11,3],[10,3],[9,3],[9,4],[8,4],[7,4],[6,4],[5,4]]"
8,snack10,B,naive,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[4,9]]"
8,snack10,B,naive,TRUE,"[[4,9],[4,10],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11]]"
8,snack5,B,naive,FALSE,"[[12,10],[12,9],[12,8],[12,7],[12,6],[12,5],[11,5],[10,5],[9,5],[9,4],[9,3]]"
8,snack5,B,naive,TRUE,"[[9,3],[9,4],[10,4],[11,4],[12,4],[12,5],[12,6],[12,7],[12,8],[12,9],[12,10]]"
8,snack1,B,naive,FALSE,"[[10,5],[10,6],[10,7],[10,8],[10,9],[10,10],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
8,snack1,B,naive,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[10,10],[10,9],[10,8],[10,7],[10,6],[10,5]]"
8,snack2,B,naive,FALSE,"[[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[10,5],[9,5],[8,5],[7,5],[6,5],[5,5],[5,4],[5,3]]"
8,snack2,B,naive,TRUE,"[[5,3],[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10]]"
8,snack6,B,naive,FALSE,"[[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[10,10],[9,10],[8,10],[8,11],[8,12],[8,13]]"
8,snack6,B,naive,TRUE,"[[8,13],[8,12],[8,11],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4]]"
8,snack8,B,naive,FALSE,"[[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[11,11],[11,10],[11,9],[11,8],[11,7]]"
8,snack8,B,naive,TRUE,"[[11,7],[11,8],[11,9],[11,10],[11,11],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11]]"
8,snack3,B,naive,FALSE,"[[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[11,11],[11,12],[11,13]]"
8,snack3,B,naive,TRUE,"[[11,13],[11,12],[11,11],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5]]"
8,snack7,B,naive,FALSE,"[[9,11],[8,11],[7,11],[6,11],[5,11],[5,10],[4,10],[3,10],[2,10],[2,11],[2,12],[2,13]]"
8,snack7,B,naive,TRUE,"[[2,13],[2,12],[2,11],[2,10],[3,10],[4,10],[5,10],[5,11],[6,11],[7,11],[8,11],[9,11]]"
8,snack9,B,naive,FALSE,"[[5,10],[6,10],[7,10],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4],[11,3]]"
8,snack9,B,naive,TRUE,"[[11,3],[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[10,10],[9,10],[8,10],[7,10],[6,10],[5,10]]"
9,snack2,A,naive,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3]]"
9,snack2,A,naive,TRUE,"[[5,3],[4,3],[3,3],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
9,snack5,A,naive,FALSE,"[[3,10],[3,9],[3,8],[3,7],[3,6],[3,5],[3,4],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
9,snack5,A,naive,TRUE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10]]"
9,snack6,A,naive,FALSE,"[[3,6],[4,6],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[6,13],[7,13],[8,13]]"
9,snack6,A,naive,TRUE,"[[8,13],[7,13],[6,13],[5,13],[5,12],[5,11],[5,10],[5,9],[5,8],[5,7],[5,6],[4,6],[3,6]]"
9,snack1,A,naive,FALSE,"[[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
9,snack1,A,naive,TRUE,"[[1,13],[1,12],[1,11],[1,10],[2,10],[3,10],[4,10],[4,9],[4,8],[4,7],[4,6],[4,5]]"
9,snack7,A,naive,FALSE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[4,3],[4,4],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[3,10],[2,10],[2,11],[2,12],[2,13]]"
9,snack7,A,naive,TRUE,"[[2,13],[2,12],[2,11],[2,10],[3,10],[4,10],[4,9],[4,8],[4,7],[4,6],[4,5],[4,4],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
9,snack8,A,naive,FALSE,"[[5,3],[6,3],[7,3],[8,3],[9,3],[10,3],[11,3],[11,4],[11,5],[11,6],[11,7]]"
9,snack8,A,naive,TRUE,"[[11,7],[11,6],[11,5],[11,4],[11,3],[10,3],[9,3],[8,3],[7,3],[6,3],[5,3]]"
9,snack3,A,naive,FALSE,"[[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[4,11],[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[11,11],[11,12],[11,13]]"
9,snack3,A,naive,TRUE,"[[11,13],[11,12],[11,11],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[3,10],[3,9],[3,8],[3,7],[3,6],[3,5]]"
9,snack10,A,naive,FALSE,"[[9,3],[8,3],[7,3],[6,3],[5,3],[4,3],[4,4],[4,5],[4,6],[4,7],[4,8],[4,9]]"
9,snack10,A,naive,TRUE,"[[4,9],[4,8],[4,7],[4,6],[4,5],[4,4],[4,3],[5,3],[6,3],[7,3],[8,3],[9,3]]"
9,snack9,A,naive,FALSE,"[[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,3]]"
9,snack9,A,naive,TRUE,"[[11,3],[11,4],[10,4],[9,4],[8,4],[7,4],[6,4],[5,4]]"
9,snack2,B,naive,FALSE,"[[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4],[10,4],[9,4],[8,4],[7,4],[6,4],[5,4],[5,3]]"
9,snack2,B,naive,TRUE,"[[5,3],[5,4],[6,4],[7,4],[8,4],[9,4],[10,4],[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10]]"
9,snack5,B,naive,FALSE,"[[12,10],[12,9],[12,8],[12,7],[12,6],[12,5],[12,4],[11,4],[10,4],[9,4],[9,3]]"
9,snack5,B,naive,TRUE,"[[9,3],[9,4],[10,4],[11,4],[12,4],[12,5],[12,6],[12,7],[12,8],[12,9],[12,10]]"
9,snack6,B,naive,FALSE,"[[11,4],[11,5],[11,6],[11,7],[11,8],[11,9],[11,10],[10,10],[9,10],[8,10],[8,11],[8,12],[8,13]]"
9,snack6,B,naive,TRUE,"[[8,13],[8,12],[8,11],[8,10],[9,10],[10,10],[11,10],[11,9],[11,8],[11,7],[11,6],[11,5],[11,4]]"
9,snack1,B,naive,FALSE,"[[10,5],[10,6],[10,7],[10,8],[10,9],[10,10],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[4,10],[3,10],[2,10],[1,10],[1,11],[1,12],[1,13]]"
